semantic_id,center_status,uncertainty_status,reason_codes
cd54d91b95a169b1c6184392cc67db8dd839ed5e2d8eb0744c30f39163b17c3f,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
464405876bca2768387e471afb2a8aa42f587075386487bbb22619cd473aef21,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b9052884f8fbab55bcee61223522d4425fef51af1c8b238be3b6a9696fb1b8a4,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
106b5713fddcc14edb4fbd9827c00b0fe968f216356c699b1f6d4691a456fbca,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
6d2542df5e75efa9689d983ee21ae56893a2c949932b4ca7e6e06c13fbeb8336,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
249772495d92a1f410476af36d4102b265578265c21fc5c41f6e4f97f30135cb,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
75f576fbcc0aa490e4c58888e94db2c06ef7c7f15fcb72c53cce6a70921a5c88,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
da679a05f946adb1a78a8ea39c7efd501fdd23607c031a6f8f6b9c82a616ba30,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
28b7cff05f7ad02694ad9254f6d0c0c730dd7bf786a7bf9909aea8e1a260fb18,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
0bbd7ac19cc70b9620b2535141eaff5edc35f6a39d308bfd88268253182752f8,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
9c52408f5d774ca26f1c80d3a5ccc19336f1e96be62e2b38b6e3adc419363c4a,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
92016c8e81ea865cf77bfe6b9deeaa1b19e2abd5ccf2536ce99e080a8d078ee8,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
9577d18e30fb1dc33c38718613abec5b9224b6dbec6c866f974f7604d142c820,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
762496cdbd8c355d849a0cffb9ba27149fad0b940e0750a4149bd63aab6ed822,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
2306f56fa63d0f2743dc5dccdd20ae6c312ee8c869da85baff44bf0ac1348cef,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
3a732940ee2fa1eef74290e7a952e9b18cb92fb8cc4921ba5f4a36c51c437dc8,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
