tune,flavour,trigger,os_associate,ss_associate,quantity,activity_id,percentile_low,percentile_high,nch_low,nch_high,estimator,n_os,n_ss,n_trigger,value,status
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_70_80,70.0,80.0,5,5,central,,,,0.09590175595480042,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_sem,percentile_70_80,70.0,80.0,5,5,central,,,,0.0004948013364424967,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_01,,,220276.0,0.018022844068350613,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_02,,,219804.0,0.01861658568542883,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_03,,,219940.0,0.0181640447394744,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_04,,,219796.0,0.018799250213834655,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_05,,,219796.0,0.01926331689384702,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_06,,,220028.0,0.01834766484265639,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_07,,,218962.0,0.018523762113974114,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_08,,,219605.0,0.018387559481796864,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_09,,,220051.0,0.01919555012247161,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_10,,,220563.0,0.018724808784791647,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,central,41697,789,2198821,0.018604515783685896,available_count_backed
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield_sem,percentile_80_90,80.0,90.0,3,4,central,,,,0.0001285732993393966,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_01,,,,0.09558664194736716,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_02,,,,0.09979757578713751,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_03,,,,0.09684378939202945,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_04,,,,0.10008720085263062,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_05,,,,0.10202655485674356,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_06,,,,0.09730524489008868,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_07,,,,0.09839406142351173,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_08,,,,0.09680667433831991,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_09,,,,0.10224137096383795,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,block_10,,,,0.10033769830664949,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_80_90,80.0,90.0,3,4,central,,,,0.09893873286445383,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_sem,percentile_80_90,80.0,90.0,3,4,central,,,,0.00072718274132372793,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_01,,,161365.0,0.020518699841973163,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_02,,,160758.0,0.021187125990619442,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_03,,,161896.0,0.020939368483470878,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_04,,,161967.0,0.020473306290787634,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_05,,,161021.0,0.020742636053682442,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_06,,,161245.0,0.020862662408136688,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_07,,,161499.0,0.02082985033963059,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_08,,,161712.0,0.020790046502424067,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_09,,,162088.0,0.020970090321306947,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_10,,,161874.0,0.02036151574681543,available_derived_no_component_counts
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,central,34033,485,1615425,0.02076729034155099,available_count_backed
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_yield_sem,percentile_90_100,90.0,100.0,0,2,central,,,,7.9861843006995848e-05,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_01,,,,0.10752094563876081,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_02,,,,0.11287115588547192,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_03,,,,0.11087489779231403,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_04,,,,0.1091004803579654,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_05,,,,0.1097528916929548,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_06,,,,0.11076720447810344,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_07,,,,0.11095352749101227,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_08,,,,0.10937601665690683,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_09,,,,0.11088637327504648,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_10,,,,0.10745606885534507,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,central,,,,0.10994874215073216,available_derived
MONASH,charm,dplus,lambdacplusbar,lambdacplus,balancing_ratio_sem,percentile_90_100,90.0,100.0,0,2,central,,,,0.00052862408605798539,available_derived
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_01,,,136643.0,0.1937091545121228,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_01,,,837.0,0.22102747909199522,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_02,,,136710.0,0.19301441006510126,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_02,,,849.0,0.20259128386336864,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_03,,,137215.0,0.19430091462303686,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_03,,,860.0,0.20930232558139528,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_04,,,136437.0,0.19238183190776706,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_04,,,821.0,0.20219244823386126,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_05,,,136381.0,0.19154427669543403,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_05,,,856.0,0.21845794392523357,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_06,,,136297.0,0.19334248002523904,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_06,,,844.0,0.20142180094786735,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_07,,,136954.0,0.19427691049549478,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_07,,,812.0,0.2327586206896551,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_08,,,136896.0,0.1927740766713418,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_08,,,779.0,0.22079589216944795,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_09,,,136882.0,0.19115734720416128,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_09,,,859.0,0.19906868451688003,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_10,,,136370.0,0.19124440859426559,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_10,,,829.0,0.22557297949336558,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,central,285500,22017,1366785,0.19277574746576823,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,central,2727,948,8346,0.213156002875629,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield_sem,integrated_0_100,0.0,100.0,0,269,central,,,,0.00037215463784184399,available_derived
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield_sem,percentile_0_1,0.0,1.0,46,269,central,,,,0.0037556250179585264,available_derived
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,central,23215,5775,85644,0.20363364625659708,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,central,30729,4970,129213,0.19935300627645824,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,central,27847,2953,124464,0.20000964134207483,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,central,29347,2210,139008,0.19521898020257827,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,central,25026,1450,123295,0.19121618881544264,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,central,30753,1349,153348,0.191746876385737,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,central,17670,568,91069,0.18779167444465186,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,central,20114,519,103703,0.18895306789581787,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,central,43157,817,225578,0.18769560861431522,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_01,,,18442.0,0.1934171998698623,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_02,,,18249.0,0.1848868431146912,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_03,,,18372.0,0.18773133028521669,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_04,,,18213.0,0.1889309833635316,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_05,,,18262.0,0.186507501916548,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_06,,,18266.0,0.18997043687725834,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_07,,,18392.0,0.19367116137451068,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_08,,,18107.0,0.1835754128237698,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_09,,,18474.0,0.18988849193461077,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_10,,,18340.0,0.18298800436205018,available_derived_no_component_counts
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,central,34915,458,183117,0.18816931251604163,available_count_backed
MONASH,charm,lambdacplus,dminus,dplus,balancing_yield_sem,percentile_90_100,90.0,100.0,0,2,central,,,,0.0011844678465788576,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_01,,,136643.0,0.19307977722971537,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_01,,,837.0,0.16965352449223425,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_02,,,136710.0,0.19137590520078995,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_02,,,849.0,0.18845700824499406,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_03,,,137215.0,0.19411871879896514,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_03,,,860.0,0.23488372093023255,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_04,,,136437.0,0.1907547073008055,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_04,,,821.0,0.17661388550548116,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_05,,,136381.0,0.19297409463195017,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_05,,,856.0,0.22546728971962604,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_06,,,136297.0,0.19434763787904355,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_06,,,844.0,0.20142180094786735,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_07,,,136954.0,0.1921886180761424,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_07,,,812.0,0.22413793103448268,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_08,,,136896.0,0.19255493221131367,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_08,,,779.0,0.19512195121951212,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_09,,,136882.0,0.19194634794932858,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_09,,,859.0,0.20488940628637947,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_10,,,136370.0,0.19244701913910686,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_10,,,829.0,0.17370325693606758,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,integrated_0_100,0.0,100.0,0,269,central,285393,22179,1366785,0.1925789352385342,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_0_1,0.0,1.0,46,269,central,2616,950,8346,0.1996165827941529,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield_sem,integrated_0_100,0.0,100.0,0,269,central,,,,0.00035358193839949076,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield_sem,percentile_0_1,0.0,1.0,46,269,central,,,,0.0072932278293133968,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_01,,,,0.996750916166081,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_01,,,,0.7675675675675679,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_02,,,,0.9915109713116308,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_02,,,,0.9302325581395348,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_03,,,,0.999062300738907,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_03,,,,1.1222222222222225,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_04,,,,0.9915422127400176,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_04,,,,0.8734939759036141,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_05,,,,1.0074646862917738,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_05,,,,1.0320855614973259,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_06,,,,1.0051988463873707,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_06,,,,1.0,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_07,,,,0.9892509489983844,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_07,,,,0.9629629629629629,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_08,,,,0.9988632057597571,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_08,,,,0.883720930232558,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_09,,,,1.0041274936941065,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_09,,,,1.0292397660818715,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_10,,,,1.0062883435582823,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,block_10,,,,0.7700534759358287,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,central,,,,0.9989790612677096,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_0_1,0.0,1.0,46,269,central,,,,0.9364811691961779,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_sem,integrated_0_100,0.0,100.0,0,269,central,,,,0.0021116515493576531,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_sem,percentile_0_1,0.0,1.0,46,269,central,,,,0.036514152487691673,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_1_10,1.0,10.0,26,45,central,23410,5731,85644,0.20642426789967774,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_10_20,10.0,20.0,18,25,central,31183,5032,129213,0.20238675675048176,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_20_30,20.0,30.0,14,17,central,27552,2937,124464,0.1977680293096799,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_30_40,30.0,40.0,11,13,central,29293,2335,139008,0.19393128453038674,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_40_50,40.0,50.0,9,10,central,25109,1480,123295,0.19164605215134434,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_50_60,50.0,60.0,7,8,central,30471,1340,153348,0.18996661188929753,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_60_70,60.0,70.0,6,6,central,18085,606,91069,0.1919313926802754,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_70_80,70.0,80.0,5,5,central,20021,508,103703,0.18816234824450595,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_80_90,80.0,90.0,3,4,central,43116,791,225578,0.18762911276808908,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_01,,,18442.0,0.18300618154213205,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_02,,,18249.0,0.18779111184174474,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_03,,,18372.0,0.19034400174178098,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_04,,,18213.0,0.18470323395376936,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_05,,,18262.0,0.18508378052787205,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_06,,,18266.0,0.1890944924997263,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_07,,,18392.0,0.18165506742061757,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_08,,,18107.0,0.18440382172640418,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_09,,,18474.0,0.18745263613727403,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_10,,,18340.0,0.18691384950926937,available_derived_no_component_counts
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield,percentile_90_100,90.0,100.0,0,2,central,34537,469,183117,0.18604498763085892,available_count_backed
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_yield_sem,percentile_90_100,90.0,100.0,0,2,central,,,,0.000865959560715374,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_01,,,,0.9461732548359962,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_02,,,,1.0157083580320094,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_03,,,,1.013917077413743,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_04,,,,0.9776227840743972,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_05,,,,0.9923664122137404,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_06,,,,0.9953890489913544,available_derived
MONASH,charm,lambdacplus,dzerobar,dzero,balancing_ratio_to_reference,percentile_90_100,90.0,100.0,0,2,block_07,,,,0.9379562043795615,available_derived
