flavour,trigger,associate,tune,class,nominal_yield,combined_percent,combined_absolute,source,abs_delta_percent,sem_percent,contribution_percent,quoted_arm,dropped
BEAUTY,B^{+},B-,CLOSEPACKING,c6,0.091006423982869386,10.09011827039274,0.0091826558135265843,S3_pthat,5.032805176470573,3.9572199013500935,5.032805176470573,HF_SYS_PTHAT_4,no
BEAUTY,B^{+},B-,CLOSEPACKING,c6,0.091006423982869386,10.09011827039274,0.0091826558135265843,S5_class_migration,0,0,0,,no
BEAUTY,B^{+},B-,CLOSEPACKING,c7,0.088203590970218987,8.0653642836857671,0.0071139409230403265,S1a_mur,3.1477278864059439,4.1750038564194289,4.1750038564194289,HF_SYS_MUR_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c7,0.088203590970218987,8.0653642836857671,0.0071139409230403265,S1b_muf,3.625712960893833,2.3659042149561218,3.625712960893833,HF_SYS_MUF_DOWN,no
BEAUTY,B^{+},B-,CLOSEPACKING,c7,0.088203590970218987,8.0653642836857671,0.0071139409230403265,S2_pdf,1.1622078177374031,5.1950309478271715,5.1950309478271715,HF_SYS_PDF_CTEQ6L1,yes
BEAUTY,B^{+},B-,CLOSEPACKING,c7,0.088203590970218987,8.0653642836857671,0.0071139409230403265,S3_pthat,5.8714265176908587,1.7234791773593887,5.8714265176908587,HF_SYS_PTHAT_4,no
BEAUTY,B^{+},B-,CLOSEPACKING,c7,0.088203590970218987,8.0653642836857671,0.0071139409230403265,S5_class_migration,0,0,0,,no
BEAUTY,B^{+},B-,CLOSEPACKING,c8,0.084180813110126665,7.710340535661385,0.0064906273564794489,S1a_mur,4.240055397727307,2.9317068861203204,4.240055397727307,HF_SYS_MUR_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c8,0.084180813110126665,7.710340535661385,0.0064906273564794489,S1b_muf,3.3936318554396094,4.7117676365123566,4.7117676365123566,HF_SYS_MUF_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c8,0.084180813110126665,7.710340535661385,0.0064906273564794489,S2_pdf,1.2699887900521254,3.2060213284066323,3.2060213284066323,HF_SYS_PDF_CTEQ6L1,yes
BEAUTY,B^{+},B-,CLOSEPACKING,c8,0.084180813110126665,7.710340535661385,0.0064906273564794489,S3_pthat,4.3898208550670246,1.9813749727637771,4.3898208550670246,HF_SYS_PTHAT_4,no
BEAUTY,B^{+},B-,CLOSEPACKING,c8,0.084180813110126665,7.710340535661385,0.0064906273564794489,S5_class_migration,0,0,0,,no
